SMILES,Atomization_Energy_eV,Bandgap_Bulk_eV,Bandgap_Chain_eV
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(C(C)(C)C)CC2)cc1,,,2.7711
*c1cc(C(C(=O)OC)C(=O)OC)c(*)s1,,,2.7717
*Nc1ccc(-c2ccc(N=C(c3ccc(-c4ccc(C(*)=C(C#N)C#N)cc4)cc3)C(C#N)C#N)cc2)cc1,,,2.7741
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2F)c(F)c1,,,2.7749
*c1ccc(Cc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,,2.775
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,-6.26,1.8163,2.7767
*c1sc(*)c2nc(C)c(C)nc12,,,2.7771
*C=Cc1ccc(*)s1,,,2.7814
*c1ccc(Oc2ccc(-c3cnc4cc5ncc(*)nc5cc4n3)cc2)cc1,,,2.782
*c1ccc(C(=O)Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,,,2.7833
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,,,2.7837
*Cc1ccc(-c2ccc(C(*)=S)s2)cc1,-6.08,1.9323,2.7839
*C(=O)Oc1ccc(C(*)=S)s1,-6.21,1.9856,2.7905
*Cc1ccc(C(=S)c2ccc(*)s2)cc1,-6.07,2.5143,2.7917
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CC(C)CC(C)(C)C2)cc1,,,2.7929
*c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc5nc(*)cc(-c6ccccc6)c5cc4n3)cc2)cc1,,,2.7932
*C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5o4)cc(N4C(=O)c5ccc(*)cc5C4=O)c2)C3=O)n1,,,2.7946
*c1ccc(C(c2ccccc2)(c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)C(F)(F)F)cc1,,,2.7963
*Cc1ccc(C(=S)c2ccc(*)cc2)cc1,-6.17,2.3058,2.7965
*c1sc(*)c2nc(-c3ccccc3)c(CC)nc12,,,2.7967
*c1ccc(*)n1CCC(=O)OC,,,2.7978
*c1ccc(S(=O)(=O)c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,,,2.8028
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3C)c(C)c1)C2=O,,,2.8033
*c1cc(CC(=O)Cl)c(*)s1,,,2.8053
*c1cc(C(F)(F)C(F)(F)C(F)(F)F)c(*)s1,,,2.8054
*c1cc(C(=O)Oc2cccc3cccnc23)c(*)s1,,,2.8057
*C(=S)OC(=S)c1ccc(*)cc1,-6.13,2.364,2.8098
*Nc1ccc(C#Cc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,,,2.8111
*C(=S)C(F)(F)c1ccc(C(*)(F)F)s1,-5.65,2.1503,2.8122
*C=Nc1cccc(N=Cc2ccc(Sc3ccc(*)o3)o2)c1,,,2.8126
*Nc1ccc(-c2ccc(C(*)=S)cc2)cc1,-6.25,2.3255,2.813
*C#Cc1c(F)c(F)c(C#Cc2cc(CCCCCC)c(*)s2)c(F)c1F,,,2.8156
*CC(=S)c1ccc(O*)s1,-5.8,1.6344,2.8161
*c1cc(OCCOCCCC)c(*)s1,,,2.819
*C(=O)Nc1cc(NC(=O)c2ccc(*)o2)c(N)cc1N,,,2.8199
*c1ccc(N2CCC(c3cccc(C4=NN(*)CC4)c3)=N2)cc1,,,2.8203
*c1cc(*)c(O)c(C=Nc2ccc(C(=O)O)cc2)c1,,,2.8212
*c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc5c(-c6ccccc6)cc(*)nc5cc4n3)cc2)cc1,,,2.8216
*c1ccc(*)n1C(C(=O)OCC)n1cccc1,,,2.8248
*c1ccc(-c2ccc(-c3ccc(*)n3C)o2)o1,,,2.825
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)s2)cc1,-6.28,2.0606,2.8274
*CC(=O)CC(*)=S,-5.62,3.1252,2.8292
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,,,2.83
*c1ccc(Oc2ccc(-c3cc(-c4ccccc4)c4cc5c(-c6ccccc6)cc(*)nc5cc4n3)cc2)cc1,,,2.8308
*c1cccc(-c2ccc(-c3ccc(*)s3)s2)n1,,2.0464,2.8359
*c1cc(Br)c(Oc2c(Br)cc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2Br)c(Br)c1,,,2.8362
*c1cc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(O)cc1O,,,2.8367
*Oc1ccc(Nc2ccc(N=Nc3ccc(Nc4ccc(*)cc4)cc3)cc2)cc1,,,2.8393
*Oc1ccc2ccccc2c1N=Nc1ccc(C(*)=O)cc1,,,2.8394
*C(=O)c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(*)cc4C3=O)c(O)cc1O)C2=O,,,2.8396
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,-6.26,1.8733,2.8401
*Oc1ccc(C=Nc2ccc(N=Cc3ccc(*)cc3)cc2)cc1,,,2.8416
*C(=S)C(F)(F)CC(*)(F)F,-5.2,2.4856,2.8419
*c1c2ccccc2c(*)n1C,,,2.8434
*c1ccc(-c2ccc(-c3nc4ccc(-c5ccc6nc(*)c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1,,,2.8449
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,-6.38,,2.8474
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCCCC2)cc1,,,2.8477
*c1ccc(OC(=S)c2ccc(*)s2)cc1,-6.21,2.0472,2.8495
*c1ccc(-c2ccc(-c3cc(SCCCC)c(*)s3)cc2)cc1,,,2.8499
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(C(C)(C)CC)CC2)cc1,,,2.8521
*c1ccc(-c2nc3ccc(S(=O)(=O)c4ccc5nc(*)c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1,,,2.8529
*c1ccc(-c2nc3cc4nc(-c5ccccc5)c(*)nc4cc3nc2-c2ccccc2)cc1,,,2.8531
*NC(=S)NC(*)=S,-5.69,2.0315,2.8537
*c1ccc2cc(N(*)c3ccccc3)ccc2c1,,,2.8541
*c1ccc(*)n1CCCCCC,,,2.8542
*C=Cc1ccc2c(c1)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(*)ccc1-2,,,2.8561
*c1cc(C(=O)OCC(F)(F)C(F)(F)C(F)(F)F)c(*)s1,,,2.8607
*c1ccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)cc1,,,2.8625
*c1cc(CCOCCOC)c(*)[CH3]1,,,2.8631
*C(=O)Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,,,2.8632
*C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4cccc5c(N6C(=O)c7ccc(*)cc7C6=O)cccc45)cc2)C3=O)cc1,,,2.8645
*CC(=O)c1ccc(-c2ccc(*)s2)s1,-6.12,2.3893,2.8653
*N=Cc1ccc(-c2ccc(C=Nc3ccc4c(c3)c3cc(*)ccc3n4CCCC)s2)s1,,,2.8673
*c1ccc(C(c2ccccc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,,2.8677
*C(=O)c1cccc(C(=O)c2ccc3c(c2)C(=Nc2cccc(N=C4OC(=O)c5cc(*)ccc54)c2)OC3=O)c1,,,2.869
*c1cc(CCCCCC)c(*)[CH3]1,,,2.8742
*c1ccc(*)n1CCC(O)=NO,,,2.8742
*c1cc(CCCCCCCCCC)c(*)[CH3]1,,,2.8756
*C(Cl)=C(c1ccccc1)c1ccc(*)cc1,,,2.8757
*Oc1ccc(-c2ccc(C(*)=O)s2)cc1,-6.38,2.0204,2.8763
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)cc1)C2=O,,,2.8765
*NC(=O)c1ccc(C(*)=S)cc1,-6.28,2.4238,2.8785
*C(=O)c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc4oc3=O)cc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,,,2.8859
*C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5s4)cc(N4C(=O)c5ccc(*)cc5C4=O)c2)C3=O)cc1,,,2.886
*CC(=O)NC(*)=S,-5.8,3.0348,2.887
*c1c(C)cc(-c2cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,,,2.8885
*N1CCC(CCc2ccc(N3C(=O)c4ccc(N5C(=O)C(=O)N(*)C5=O)cc4C3=O)cc2)CC1,,,2.8897
*c1cc(C(=O)OCCCCCC)c(*)s1,,,2.8903
*Nc1ccc(*)c2ccccc12,,,2.8917
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)cc2)cc1,-6.34,1.8601,2.8936
*c1ccc(N(c2ccc(CCCC)cc2)c2ccc(-c3ccc(*)s3)cc2)cc1,,,2.8955
*C(=S)C(F)(F)NC(*)(F)F,-5.29,2.6094,2.8977
*c1ccc(*)n1CCC(=O)OCC,,,2.8986
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3nc(-c4ccccc4)nc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)n3)cc1)C2=O,,,2.8991
*c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)c4)cc3)cc2)c1,,,2.9006
*c1ccc(C(c2ccccc2)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,,2.907
*Nc1ccc(NC(*)=S)s1,-5.89,2.1538,2.9073
*c1ccc(*)n1C(C(O)=NO)n1c2ccccc2c2ccccc21,,,2.9081
*c1ccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(c4ccc6[CH3]c(*)nc6c4)C5=O)cc3C2=O)cc1,,,2.9114
*NC(=O)C(=S)c1ccc(*)cc1,-6.26,1.5619,2.9128
*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,,2.9129
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,,,2.9133
*Oc1ccc(C(C)=Nc2ccc(N=C(C)c3ccc(*)cc3)cc2)cc1,,,2.9143
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Cc3ccc(C(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)c1)C2=O,,,2.9158
*c1ccc(-c2nnc(-c3nnc(*)o3)o2)cc1,,,2.9171
*C(=O)Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,,,2.9178
*Nc1c(F)c(F)c(-c2ccc3cc(-c4ccc5c(c4)C(=O)N(c4cccc(*)c4)C5=O)ccc3c2)c(F)c1F,,,2.918
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(CC)CC2)cc1,,,2.9185
*C(=O)Nc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c2)cc1,,,2.92
*c1ccc(-c2ccc3nc(*)cc(-c4ccccc4)c3c2)cc1,,,2.9209
*c1cc(CCCCCCCCCCCCCCC)c(*)s1,,,2.922
*NC(=O)c1ccc(-c2ccc(*)cc2)s1,-6.33,1.9448,2.9223
*C=CC(=O)C(C)=Cc1ccc(Sc2ccc(*)o2)o1,,,2.9229
*c1ccc(Cc2ccccc2-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)cc1,,,2.9239
*c1cc(*)c(O)c(C=Nc2ccc(Cl)cc2)c1,,,2.9264
*c1ccc(*)n1CC(O)=NO,,,2.9276
*c1ccc(N(c2ccc(CCCC)cc2)c2ccc(-c3sc(*)c4c3OCCO4)cc2)cc1,,,2.929
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)c3cccc(C(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)c3)cc1)C2=O,,,2.9294
*c1ccc(-c2ccc(-c3ccc(*)n3C)n2C)cn1,,,2.931
*Nc1cc(NC(=O)c2ccc(C(*)=O)cc2)c(N)cc1N,,,2.9313
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(c3ccccc3)(c3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)C(F)(F)F)c1)C2=O,,,2.9326
*c1cc(CCCCCCCC)c(*)[CH3]1,,,2.9335
*Oc1ccc(C=Nc2ccc(N=Cc3ccc(Oc4ccc(C(c5ccccc5)(c5ccccc5)c5ccc(*)cc5)cc4)cc3)cc2)cc1,,,2.9337
*N=Nc1ccc(NC(=O)CCC(=O)Nc2ccc(*)cc2)cc1,,,2.9351
*c1ccc(Oc2ccc(-c3nc4ccc(-c5ccc6nc(*)c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1,,,2.9354
*CC(*)(C)C(=O)Oc1ccc(C(=O)C=Cc2ccc(Cl)cc2)cc1,,,2.9358
*Cc1ccc(C(=O)C(*)=S)cc1,-6.14,2.5816,2.9385
*c1ccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1,,,2.9393
*CC(*)n1c2ccc(I)cc2c2cc(I)ccc21,,,2.9408
*OC(F)(F)C(=S)C(*)(F)F,-5.24,2.4298,2.9412
*C(=O)c1ccc(C(=S)c2ccc(*)cc2)cc1,-6.38,,2.9419
*Oc1ccc(N=C(c2ccc3cc(C(=Nc4ccc(*)cc4)C(C#N)C#N)ccc3c2)C(C#N)C#N)cc1,,,2.9429
*Oc1ccc(N=Nc2ccc(C(*)=O)cc2)cc1C,,,2.9443
*CCCCOc1ccc(C=C2CCC(=Cc3ccc(O*)cc3)C2=O)cc1,,,2.9446
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccccc3)(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)C(F)(F)F)cc1)C2=O,,,2.9448
*Oc1c(F)c(F)c(On2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(F)c1F,,,2.9459
*Nc1ccc(C#Cc2ccc(C(*)=O)cc2)cc1,,,2.946
*c1ccc(-c2ccc(-c3nc(-c4ccc(-c5csc(*)n5)cc4)cs3)cc2)cc1,,,2.9481
*C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(*)cc5C4=O)c2)C3=O)cc1,,,2.9484
*c1ccc(Oc2ccc(N3C(=O)c4cccc(Oc5cccc(Oc6cccc7c6C(=O)N(*)C7=O)c5)c4C3=O)cc2)cc1,,,2.949
*c1cc(Br)c(Oc2c(Br)cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2Br)c(Br)c1,,,2.9494
*CNC(=O)C(*)=S,-5.8,2.3654,2.9496
*Nc1ccc(NC(=O)c2cc(SCCCCCCCC)c(C(*)=O)cc2SCCCCCCCC)cc1,,,2.9501
*c1cc(-c2ccccc2)c(*)[CH3]1,,,2.9521
*c1cc(Br)c(Oc2c(Br)cc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2Br)c(Br)c1,,,2.9554
*C#Cc1cc(OCC(CC)CCCC)c(C#Cc2cc(OCCNCCCC)c(*)cc2OCCNCCCC)cc1OCC(CC)CCCC,,,2.9566
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Sc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,,,2.9567
*C(=O)OCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,,,2.9577
*C=C1CCCCC(=Cc2ccc(Sc3ccc(*)o3)o2)C1=O,,,2.9583
*Cc1ccc(-c2ccc(C(*)=S)cc2)cc1,-6.17,2.5561,2.9595
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(-c3nc(-c4ccccc4)nc(-c4cccc(N5C(=O)c6ccc(*)cc6C5=O)c4)n3)c1)C2=O,,,2.9625
*c1cccc(-c2ccc(-c3ccc(*)s3)s2)c1,,,2.9634
*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccc7ccccc7c6)nc5c4)ccc3nc2-c2ccc3ccccc3c2)cc1,,,2.9636
*c1cc(COCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)c(*)s1,,,2.9654
*C(=O)c1ccc(C(=O)c2ccc(*)s2)s1,-6.37,1.863,2.966
*c1ccc2nc(*)sc2c1,,,2.966
*c1cc(CCCCCCCCCCCCCCCCCCCCCC)c(*)s1,,,2.9666
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,-6.38,1.7624,2.9694
*C(OC)=C(OC)c1ccc(*)cc1,,,2.9734
*C=Cc1ccc(C=Cc2cc(*)ncn2)cc1,,,2.9779
*Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4F)c(F)c3)cc2)c(Cl)cc1Cl,,,2.9795
*c1ccc(Cc2ccc(N3C(=O)c4ccc([CH3](C)(C)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,,2.9801
*C=Cc1ccc(Oc2ccc(C=Cc3cc(*)ncn3)cc2)cc1,,,2.9815
*Nc1ccc(*)cc1S(=O)(=O)O,,,2.9815
*C(=O)Oc1ccc(C(*)=S)cc1,-6.32,2.3448,2.9816
*c1sc(*)c(OCCCCCCC)c1C,,,2.9827
*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,,,2.983
*c1cccc(-c2nc3cc4nc(*)c(-c5ccccc5)nc4cc3nc2-c2ccccc2)c1,,1.9959,2.9837
*c1ccc(*)n1C(C)C(=O)OC,,,2.9894
*c1ccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(CP(=O)(OCC)OCC)c1,,,2.9894
*Nc1ccc(C(=O)c2ccc(*)s2)cc1,-6.29,2.3459,2.9895
*Oc1ccc(Nc2ccc(C(=O)c3ccc(C(=O)c4ccc(Nc5ccc(*)cc5)cc4)cc3)cc2)cc1,,,2.99
*c1cc(N=Nc2ccc(C(=O)O)cc2)cc(*)c1O,,,2.9911
*C(=O)Nc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc4[CH3]c(-c5cccc(-c6nc7cc(*)ccc7[CH3]6)c5)nc4c3)cc2)cc1,,,2.9934
*c1cc(CCCCCCCCCC2COC(C)(C)O2)c(*)s1,,,2.9938
*C(=O)c1ccc(C(=O)C(*)=S)cc1,-6.42,1.6753,2.994
*c1ccc(C(=O)c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,,,2.9955
*n1nc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c2ccccc2c1=O,,,2.9967
*c1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc(*)c(-c7ccccc7)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,,,2.9993
*N=Nc1cc(*)ccc1C,,,3.0039
*c1cc(*)c(O)c(C=Nc2ccc(N3CCOCC3)cc2)c1,,,3.01
*c1cc(C(=O)CC)c(*)[CH3]1,,,3.012
*c1ccc(-c2nc3ccc(-c4ccc5nc(*)sc5c4)cc3s2)cc1,,,3.0122
*C=Cc1cccc(*)c1,,,3.0128
*c1ccc(-c2ccc(-c3cnc4cc(Oc5ccc6nc(*)cnc6c5)ccc4n3)cc2)cc1,,,3.0165
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,,,3.0171
*c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,,3.0187
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)nc1)C2=O,,,3.0206
*C(=O)Nc1cccc(C=CC(=O)C=Cc2cccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c2)c1,,,3.0227
*c1cc(N=Nc2ccc(OC)cc2)cc(*)c1O,,,3.0241
*Nc1ccc(NC(=O)C=Cc2ccc(C=CC(*)=O)cc2)cc1,,,3.0305
*NC(=S)Sc1cc(N)nc(*)n1,,,3.0317
*c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)cc(*)c1O,,,3.0327
*C=Cc1csc(-c2cc(*)cs2)c1,,,3.0335
*CC(=S)CO*,-5.27,2.5314,3.0342
*c1cccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccc7ccccc7c6)nc5c4)ccc3nc2-c2ccc3ccccc3c2)c1,,,3.0367
*N=NC(=O)CCC(=O)Nc1ccc(NC(=O)C=CC(*)=O)cc1,,,3.0373
*Oc1ccc(OC(=O)C=Cc2ccc(C=CC(*)=O)cc2)cc1,,,3.0386
*c1ccc(*)c2nccnc12,,,3.0389
*c1ccc(*)c2nc(CCCCCCC)c(CCCCCCC)nc12,,,3.0414
*c1cc(CCCCCCCCCCCCCCCC)c(*)[CH3]1,,,3.0442
*c1ccc(-c2nnc(*)o2)c(OCCCCC)c1,,,3.0444
*c1cc(CCCCCCCCCC2COC(c3ccccc3)O2)c(*)s1,,,3.048
*C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)c1,,,3.0501
*CCN(CCOC(=O)c1cccc(C(=O)O*)c1)c1ccccc1,,,3.0504
*C(=O)c1ccc2nc(-c3ccc(-c4nc5ccc(*)cc5nc4-c4ccccc4)cc3)c(-c3ccccc3)nc2c1,,,3.0508
*Nc1ccc(NC(=O)c2ccc(C(=O)c3ccc(C(*)=O)c(C(=O)O)c3)cc2C(=O)O)cc1,,,3.0554
*C=Cc1ccc(N(c2ccc(C=Cc3ccc4c5ccc(*)cc5n(CC(CC)CCCC)c4c3)cc2)c2ccc(OCC(CC)CCCC)cc2)cc1,,,3.0565
*C(=O)c1ccc2nc(-c3ccc(-c4cnc5cc(*)ccc5n4)cc3)cnc2c1,,,3.0578
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,-6.03,2.1001,3.0602
*C(=O)NNC(=O)c1cnc(*)cn1,,,3.0611
*c1ccc(N2C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,,,3.066
*c1ccc(-c2ccc(Oc3ccc(*)s3)s2)cc1,-6.21,2.1882,3.0679
*c1ccc(-c2ccc(-c3cc(SCCCCCCCCCC)c(*)s3)cc2)cc1,,,3.0684
*c1cc(OCCCC)c(*)s1,,,3.0691
*C=Cc1ccc(C=Cc2cc(OCCCCCCCCCCCC)c(*)cc2OC)cc1,,,3.0704
*CC(*)C(=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,,,3.0723
*Nc1ccc(NC(=O)c2cc(C(*)=O)c(C(=O)O)cc2C(=O)O)cc1,,,3.0773
*c1ccc(-c2nnc(*)o2)cc1,,,3.0775
*C#Cc1cc(OCCCCCC)c(C#Cc2ccc3c(-c4c(O)ccc5cc(*)ccc45)c(O)ccc3c2)cc1OCCCCCC,,,3.0868
*C(=S)CC(F)(F)C(*)(F)F,-5.19,2.143,3.089
*Nc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,,,3.0916
*Cc1ccc(C(=O)C(*)=S)s1,-5.99,2.693,3.0928
*c1ccc(-c2ccc(N(c3ccccc3)c3ccc4ccc(N(*)c5ccccc5)cc4c3)cc2)cc1,,,3.0933
*Oc1ccc(NC(=O)c2ccc(-c3ccc(C(=O)Nc4ccc(Oc5ccc(C6(c7ccc(*)cc7)CC7CCC6C7)cc5)cc4)cc3)cc2)cc1,,,3.0949
*C=Nc1ccc(S(=O)(=O)c2ccc(N=Cc3ccc(Sc4ccc(*)o4)o3)cc2)cc1,,,3.0975
*C(=S)Oc1ccc(-c2ccc(*)cc2)s1,-6.17,2.3094,3.0996
*c1cc(C)c(-c2c(C)cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C)c(C)c1,,,3.1002
*c1ccc(-c2ccc(-c3ccc(-c4cnc5ccc(-c6ccc7ncc(*)nc7c6)cc5n4)cc3)cc2)cc1,,,3.1009
*c1ccc(Oc2ccc(-c3cnc4cc(Oc5ccc6nc(*)cnc6c5)ccc4n3)cc2)cc1,,,3.1068
*c1ccc(Oc2ccc(-c3cnc4cc(-c5ccc6nc(*)cnc6c5)ccc4n3)cc2)cc1,,,3.1085
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(S(=O)(=O)c5ccc(C(*)=O)cc5)cc4)cc3)c3ccccc3-c3ccccc32)cc1,,,3.1108
*C(=O)Nc1ccc(Cc2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,,,3.1109
*c1cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(O)cc1O,,,3.1117
*c1ccc(-c2nc3cc4sc(*)nc4cc3s2)cc1,,,3.1122
*c1ccc(-c2nc3cc(-c4ccc5oc(*)nc5c4)ccc3o2)cc1,,,3.1145
*C=Cc1cc(OCCCC)c(C=Cc2ccc(*)cc2)cc1OCCCC,,,3.115
*c1[CH3]c(*)c2c1CCCCC2,,,3.1158
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1,,,3.1166
*OC(=O)c1ccc(C(=O)Oc2ccc3c(c2)Oc2cc(*)ccc2C32c3ccccc3-c3ccccc32)cc1,,,3.1167
*C(=O)Nc1cccc(C(=O)Nc2cccc(NC(=O)c3ccc4[CH3]c(-c5ccc(-c6nc7cc(*)ccc7[CH3]6)cc5)nc4c3)c2)c1,,,3.1175
*C(=S)c1ccc(C(F)(F)C(*)(F)F)cc1,-5.85,2.3476,3.118
